identifier,address,chain,name,symbol,decimals,coingecko,cryptocompare,started,protocol
eip155:1/erc20:0xaeC2E87E0A235266D9C5ADc9DEb4b2E29b54D009,0xaeC2E87E0A235266D9C5ADc9DEb4b2E29b54D009,1,SingularDTV,SNGLS,0,singulardtv,,1475366400,
eip155:1/erc20:0x983F6d60db79ea8cA4eB9968C6aFf8cfA04B3c63,0x983F6d60db79ea8cA4eB9968C6aFf8cfA04B3c63,1,SONM,SNM,18,sonm,,1485216000,
eip155:1/erc20:0xBDC5bAC39Dbe132B1E030e898aE3830017D7d969,0xBDC5bAC39Dbe132B1E030e898aE3830017D7d969,1,Snovian.Space,SNOV,18,snovio,,1503360000,
eip155:1/erc20:0x744d70FDBE2Ba4CF95131626614a1763DF805B9E,0x744d70FDBE2Ba4CF95131626614a1763DF805B9E,1,Status Network Token,SNT,18,status,,1497889273,
eip155:1/erc20:0x2859021eE7F2Cb10162E67F33Af2D22764B31aFf,0x2859021eE7F2Cb10162E67F33Af2D22764B31aFf,1,Silent Notary,SNTR,4,silent-notary,,1510223037,
eip155:1/erc20:0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,1,Synthetix Network Token,SNX,18,havven,,1515283200,
eip155:1/erc20:0xD65960FAcb8E4a2dFcb2C2212cb2e44a02e2a57E,0xD65960FAcb8E4a2dFcb2C2212cb2e44a02e2a57E,1,Soarcoin,SOAR,6,soarcoin,,1489104000,
eip155:1/erc20:0x2d0E95bd4795D7aCe0da3C0Ff7b706a5970eb9D3,0x2d0E95bd4795D7aCe0da3C0Ff7b706a5970eb9D3,1,All Sports,SOC,18,soda-coin,,1516031726,
eip155:1/erc20:0x1F54638b7737193FFd86c19Ec51907A7c41755D8,0x1F54638b7737193FFd86c19Ec51907A7c41755D8,1,Sola Token,SOL,6,,,1514467063,
eip155:1/erc20:0x446C9033E7516D820cc9a2ce2d0B7328b579406F,0x446C9033E7516D820cc9a2ce2d0B7328b579406F,1,Solve.care,SOLVE,8,solve-care,,1528934400,
eip155:1/erc20:0x1C62aCa2b7605Db3606eAcdA7Bc67A1857DDb8FF,0x1C62aCa2b7605Db3606eAcdA7Bc67A1857DDb8FF,1,Soniq,SONIQ,18,soniq,,1526140454,
eip155:1/erc20:0xBb1f24C0c1554b9990222f036b0AaD6Ee4CAec29,0xBb1f24C0c1554b9990222f036b0AaD6Ee4CAec29,1,CryptoSoul,SOUL,18,cryptosoul,,1534432511,
eip155:1/erc20:0x42d6622deCe394b54999Fbd73D108123806f6a18,0x42d6622deCe394b54999Fbd73D108123806f6a18,1,SpankChain,SPANK,18,spankchain,,1503187200,
eip155:1/erc20:0x1dEa979ae76f26071870F824088dA78979eb91C8,0x1dEa979ae76f26071870F824088dA78979eb91C8,1,SPINDLE,SPD,18,spindle,SPND,1520553600,
eip155:1/erc20:0x85089389C14Bd9c77FC2b8F0c3d1dC3363Bf06Ef,0x85089389C14Bd9c77FC2b8F0c3d1dC3363Bf06Ef,1,SportyCo,SPF,18,,,1506470400,
eip155:1/erc20:0x3833ddA0AEB6947b98cE454d89366cBA8Cc55528,0x3833ddA0AEB6947b98cE454d89366cBA8Cc55528,1,SophiaTX,SPHTX,18,sophiatx,,1506556800,
eip155:1/erc20:0x0324dd195D0Cd53F9F07bEe6a48eE7a20bad738f,0x0324dd195D0Cd53F9F07bEe6a48eE7a20bad738f,1,Spice VC Token,SPICE,8,spice,,1517443200,
eip155:1/erc20:0x4F22310C27eF39FEAA4A756027896DC382F0b5E2,0x4F22310C27eF39FEAA4A756027896DC382F0b5E2,1,SPIN Protocol,SPIN,18,spin-protocol,,1550620800,
eip155:1/erc20:0x20F7A3DdF244dc9299975b4Da1C39F8D5D75f05A,0x20F7A3DdF244dc9299975b4Da1C39F8D5D75f05A,1,Sapien,SPN,6,spartancoin,,1522345348,
eip155:1/erc20:0xDDD460bBD9F79847ea08681563e8A9696867210C,0xDDD460bBD9F79847ea08681563e8A9696867210C,1,Spendcoin,SPND,18,spendcoin,,1530057600,
eip155:1/erc20:0x05aAaA829Afa407D83315cDED1d45EB16025910c,0x05aAaA829Afa407D83315cDED1d45EB16025910c,1,Sp8de,SPX,18,sp8de,SPX,1515369600,
eip155:1/erc20:0x476c5E26a75bd202a9683ffD34359C0CC15be0fF,0x476c5E26a75bd202a9683ffD34359C0CC15be0fF,1,Serum,SRM,6,serum,,1596238023,
eip155:1/erc20:0x68d57c9a1C35f63E2c83eE8e49A64e9d70528D25,0x68d57c9a1C35f63E2c83eE8e49A64e9d70528D25,1,SIRIN LABS Token,SRN,18,sirin-labs-token,,1508284800,
eip155:1/erc20:0xbbFF862d906E348E9946Bfb2132ecB157Da3D4b4,0xbbFF862d906E348E9946Bfb2132ecB157Da3D4b4,1,Sharder,SS,18,sharder-protocol,,1517875200,
eip155:1/erc20:0x6e2050CBFB3eD8A4d39b64cC9f47E711a03a5a89,0x6e2050CBFB3eD8A4d39b64cC9f47E711a03a5a89,1,StreamSpace,SSH,18,,,1519859663,
eip155:1/erc20:0x624d520BAB2E4aD83935Fa503fB130614374E850,0x624d520BAB2E4aD83935Fa503fB130614374E850,1,Smartshare,SSP,4,smartshare,,1515628800,
eip155:1/erc20:0x9a005c9a89BD72a4Bd27721E7a09A3c11D2b03C4,0x9a005c9a89BD72a4Bd27721E7a09A3c11D2b03C4,1,StarterCoin,STAC,18,,,1511395200,
eip155:1/erc20:0x286708f069225905194673755F12359e6afF6FE1,0x286708f069225905194673755F12359e6afF6FE1,1,STACS,STACS,18,,,1542383860,
eip155:1/erc20:0x0Ae055097C6d159879521C384F1D2123D1f195e6,0x0Ae055097C6d159879521C384F1D2123D1f195e6,1,xDAI STAKE,STAKE,18,xdai-stake,,1586959457,
eip155:1/erc20:0xF70a642bD387F94380fFb90451C2c81d4Eb82CBc,0xF70a642bD387F94380fFb90451C2c81d4Eb82CBc,1,Starbase,STAR,18,starbase,,1486252800,
eip155:1/erc20:0x212DD60D4Bf0DA8372fe8116474602d429E5735F,0x212DD60D4Bf0DA8372fe8116474602d429E5735F,1,Stobox Token ,STBU,18,stobox-token,,1599031222,
eip155:1/erc20:0x8f136Cc8bEf1fEA4A7b71aa2301ff1A52F084384,0x8f136Cc8bEf1fEA4A7b71aa2301ff1A52F084384,1,StarChain,STC,8,starchain,,1515283200,
eip155:1/erc20:0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,1,Liquid staked Ether 2.0,stETH,18,staked-ether,,1608242396,
eip155:1/erc20:0xaE73B38d1c9A8b274127ec30160a4927C4d71824,0xaE73B38d1c9A8b274127ec30160a4927C4d71824,1,STK,STK,18,stk,STK,1506470400,
eip155:1/erc20:0xbE9375C6a420D2eEB258962efB95551A5b722803,0xbE9375C6a420D2eEB258962efB95551A5b722803,1,StormX,STMX,18,storm,,1589218931,
eip155:1/erc20:0xD0a4b8946Cb52f0661273bfbC6fD0E0C75Fc6433,0xD0a4b8946Cb52f0661273bfbC6fD0E0C75Fc6433,1,Storm,STORM,18,,,1509926400,
eip155:1/erc20:0xecd570bBf74761b960Fa04Cc10fe2c4e86FfDA36,0xecd570bBf74761b960Fa04Cc10fe2c4e86FfDA36,1,StashPay,STP,8,stash,,1503532800,
eip155:1/erc20:0xDe7D85157d9714EADf595045CC12Ca4A5f3E2aDb,0xDe7D85157d9714EADf595045CC12Ca4A5f3E2aDb,1,Standard Tokenization Protocol,STPT,18,stp-network,,1559692800,
eip155:1/erc20:0x5c3a228510D246b78a3765C20221Cbf3082b44a4,0x5c3a228510D246b78a3765C20221Cbf3082b44a4,1,Storiqa,STQ,18,storiqa,,1507060013,
eip155:1/erc20:0xBAE235823D7255D9D48635cEd4735227244Cd583,0xBAE235823D7255D9D48635cEd4735227244Cd583,1,Staker,STR,18,staker,,1532355818,
eip155:1/erc20:0x0371A82e4A9d0A4312f3ee2Ac9c6958512891372,0x0371A82e4A9d0A4312f3ee2Ac9c6958512891372,1,bitJob,STU,18,bitjob,,1501632000,
eip155:1/erc20:0x006BeA43Baa3f7A6f765F14f10A1a1b08334EF45,0x006BeA43Baa3f7A6f765F14f10A1a1b08334EF45,1,Stox,STX,18,stox,STOX,1501618929,
eip155:1/erc20:0x8D75959f1E61EC2571aa72798237101F084DE63a,0x8D75959f1E61EC2571aa72798237101F084DE63a,1,Substratum,SUB,18,substratum,,1501372800,
eip155:1/erc20:0x0763fdCCF1aE541A5961815C0872A8c5Bc6DE4d7,0x0763fdCCF1aE541A5961815C0872A8c5Bc6DE4d7,1,SUKU,SUKU,18,suku,,1571338185,
eip155:1/erc20:0xe120c1ECBfdFeA7F0A8f0Ee30063491E8c26fedf,0xe120c1ECBfdFeA7F0A8f0Ee30063491E8c26fedf,1,Suretly,SUR,8,suretly,,1492646400,
eip155:1/erc20:0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,1,SushiToken,SUSHI,18,sushi,,1598444887,
eip155:1/erc20:0xBA8c0244FBDEB10f19f6738750dAeEDF7a5081eb,0xBA8c0244FBDEB10f19f6738750dAeEDF7a5081eb,1,Suterusu,SUTER,18,suterusu,SUTER,1570227735,
eip155:1/erc20:0xbdEB4b83251Fb146687fa19D1C660F99411eefe3,0xbdEB4b83251Fb146687fa19D1C660F99411eefe3,1,savedroid,SVD,18,savedroid,,1513123200,
eip155:1/erc20:0xCC4304A31d09258b0029eA7FE63d032f52e44EFe,0xCC4304A31d09258b0029eA7FE63d032f52e44EFe,1,TrustSwap,SWAP,18,trustswap,,1594294602,
eip155:1/erc20:0x0bb217E40F8a5Cb79Adf04E1aAb60E5abd0dfC1e,0x0bb217E40F8a5Cb79Adf04E1aAb60E5abd0dfC1e,1,SwftCoin,SWFTC,8,swftcoin,,1501903127,
eip155:1/erc20:0x9e88613418cF03dCa54D6a2cf6Ad934A78C7A17A,0x9e88613418cF03dCa54D6a2cf6Ad934A78C7A17A,1,Swarm Fund,SWM,18,swarm,,1504742400,
eip155:1/erc20:0x77C6E4a580c0dCE4E5c7a17d0bc077188a83A059,0x77C6E4a580c0dCE4E5c7a17d0bc077188a83A059,1,Swerve.fi DAI/USDC/USDT/TUSD,swUSD,18,swusd,,1599201427,
eip155:1/erc20:0xB8BAa0e4287890a5F79863aB62b7F175ceCbD433,0xB8BAa0e4287890a5F79863aB62b7F175ceCbD433,1,Swerve DAO Token,SWRV,18,swerve-dao,,1599252883,
eip155:1/erc20:0xB9e7F8568e08d5659f5D29C4997173d84CdF2607,0xB9e7F8568e08d5659f5D29C4997173d84CdF2607,1,Swarm City,SWT,18,swarm-city,,1488578683,
eip155:1/erc20:0x12B306fA98F4CbB8d4457FdFf3a0A0a56f07cCdf,0x12B306fA98F4CbB8d4457FdFf3a0A0a56f07cCdf,1,Spectre.ai Dividend Token,SXDT,18,spectre-dividend-token,,1496361600,
eip155:1/erc20:0x8CE9137d39326AD0cD6491fb5CC0CbA0e089b6A9,0x8CE9137d39326AD0cD6491fb5CC0CbA0e089b6A9,1,Swipe,SXP,18,swipe,,1565913600,
eip155:1/erc20:0x2C82c73d5B34AA015989462b2948cd616a37641F,0x2C82c73d5B34AA015989462b2948cd616a37641F,1,Spectre.ai Utility Token,SXUT,18,spectre-utility-token,,1496275200,
eip155:1/erc20:0xE7775A6e9Bcf904eb39DA2b68c5efb4F9360e08C,0xE7775A6e9Bcf904eb39DA2b68c5efb4F9360e08C,1,Token As A Service,TAAS,6,taas,,1485993600,
eip155:1/erc20:0x1D4cCC31dAB6EA20f461d329a0562C1c58412515,0x1D4cCC31dAB6EA20f461d329a0562C1c58412515,1,Talao,TALAO,18,,,1521936000,
eip155:1/erc20:0x2C36204a0712A2a50E54A62F7c4F01867e78cB53,0x2C36204a0712A2a50E54A62F7c4F01867e78cB53,1,Taklimakan,TAN,18,taklimakan-network,,1545745042,
eip155:1/erc20:0xc27A2F05fa577a83BA0fDb4c38443c0718356501,0xc27A2F05fa577a83BA0fDb4c38443c0718356501,1,Lamden,TAU,18,lamden,,1510545560,
eip155:1/erc20:0xAFe60511341a37488de25Bef351952562E31fCc1,0xAFe60511341a37488de25Bef351952562E31fCc1,1,T-Bot,TBT,8,tidebit-token,,1506087291,
eip155:1/erc20:0x3A92bD396aEf82af98EbC0Aa9030D25a23B11C6b,0x3A92bD396aEf82af98EbC0Aa9030D25a23B11C6b,1,Tokenbox,TBX,18,tokenbox,,1507248000,
eip155:1/erc20:0x9972A0F24194447E73a7e8b6CD26a52e02DDfAD5,0x9972A0F24194447E73a7e8b6CD26a52e02DDfAD5,1,Thore Cash,TCH,0,thorecash,THCH,1522178999,
eip155:1/erc20:0xFb54C2a6b2a4fC3AF9B781585215DA8Ee6BCE363,0xFb54C2a6b2a4fC3AF9B781585215DA8Ee6BCE363,1,TigerCash,TCH,18,tigercash,TCH,1510704000,
eip155:1/erc20:0x28d7F432d24ba6020d1cbD4f28BEDc5a82F24320,0x28d7F432d24ba6020d1cbD4f28BEDc5a82F24320,1,Tercet Network,TCNX,18,tercet-network,,1544428515,
eip155:1/erc20:0x4824A7b64E3966B0133f4f4FFB1b9D6bEb75FFF7,0x4824A7b64E3966B0133f4f4FFB1b9D6bEb75FFF7,1,TokenClub,TCT,18,tycoon-global,,1513987200,
eip155:1/erc20:0x1c79ab32C66aCAa1e9E81952B8AAa581B43e54E7,0x1c79ab32C66aCAa1e9E81952B8AAa581B43e54E7,1,TokenStars Team,TEAM,4,tokenstars-team,TEAMT,1519279480,
eip155:1/erc20:0x467Bccd9d29f223BcE8043b84E8C8B282827790F,0x467Bccd9d29f223BcE8043b84E8C8B282827790F,1,Telcoin,TEL,2,telcoin,,1510358400,
eip155:1/erc20:0x2Fc246aA66F0da5bB1368F688548ecBBE9bdee5d,0x2Fc246aA66F0da5bB1368F688548ecBBE9bdee5d,1,TEMCO,TEMCO,18,temco,,1549311846,
eip155:1/erc20:0xDD16eC0F66E54d453e6756713E533355989040E4,0xDD16eC0F66E54d453e6756713E533355989040E4,1,Tokenomy,TEN,18,tokenomy,,1515369600,
eip155:1/erc20:0x1453Dbb8A29551ADe11D89825CA812e05317EAEB,0x1453Dbb8A29551ADe11D89825CA812e05317EAEB,1,Tendies,TEND,18,tendies,,1595883667,
eip155:1/erc20:0xE5F166c0D8872B68790061317BB6CcA04582C912,0xE5F166c0D8872B68790061317BB6CcA04582C912,1,TE-FOOD,TFD,18,te-food,,1505347200,
eip155:1/erc20:0xa7f976C360ebBeD4465c2855684D1AAE5271eFa9,0xa7f976C360ebBeD4465c2855684D1AAE5271eFa9,1,TrueFlip,TFL,8,trueflip,,1492646400,
eip155:1/erc20:0xF8e06E4e4A80287FDCa5b02dcCecAa9D0954840F,0xF8e06E4e4A80287FDCa5b02dcCecAa9D0954840F,1,Truegame,TGAME,18,truegame,,1520263076,
eip155:1/erc20:0xAc3Da587eac229C9896D919aBC235CA4Fd7f72c1,0xAc3Da587eac229C9896D919aBC235CA4Fd7f72c1,1,Target Coin,TGT,1,,,1498953600,
eip155:1/erc20:0x3883f5e181fccaF8410FA61e12b59BAd963fb645,0x3883f5e181fccaF8410FA61e12b59BAd963fb645,1,THETA,THETA,18,theta-token,,1511395200,
eip155:1/erc20:0x1Cb3209D45B2a60B7fBCA1cCDBF87f674237A4aa,0x1Cb3209D45B2a60B7fBCA1cCDBF87f674237A4aa,1,ThoreCoin,THR,4,thorecoin,,1517321838,
eip155:1/erc20:0x4f27053F32edA8Af84956437Bc00e5fFa7003287,0x4f27053F32edA8Af84956437Bc00e5fFa7003287,1,Thrive Token,THRT,18,thrive,,1523532799,
eip155:1/erc20:0x72430A612Adc007c50e3b6946dBb1Bb0fd3101D1,0x72430A612Adc007c50e3b6946dBb1Bb0fd3101D1,1,Thingschain,TIC,8,thingschain,,1531172546,
eip155:1/erc20:0x999967E2Ec8A74B7c8E9dB19E039d920B31d39D0,0x999967E2Ec8A74B7c8E9dB19E039d920B31d39D0,1,Ties.DB,TIE,18,ties-network,,1502064000,
eip155:1/erc20:0xEee2d00Eb7DEB8Dd6924187f5AA3496B7d06E62A,0xEee2d00Eb7DEB8Dd6924187f5AA3496B7d06E62A,1,Tigereum,TIG,18,tigereum,,1491004800,
eip155:1/erc20:0x6531f133e6DeeBe7F2dcE5A0441aA7ef330B4e53,0x6531f133e6DeeBe7F2dcE5A0441aA7ef330B4e53,1,Chronobank,TIME,8,chronobank,,1487863971,
eip155:1/erc20:0xd947b0ceab2A8885866B9A04A06AE99DE852a3d4,0xd947b0ceab2A8885866B9A04A06AE99DE852a3d4,1,Trade Token X,TIOx,18,trade-token,TIOX,1509494400,
eip155:1/erc20:0xEa1f346faF023F974Eb5adaf088BbCdf02d761F4,0xEa1f346faF023F974Eb5adaf088BbCdf02d761F4,1,Blocktix,TIX,18,blocktix,,1499385600,
eip155:1/erc20:0xdaE1Baf249964bc4b6aC98c3122f0e3E785fd279,0xdaE1Baf249964bc4b6aC98c3122f0e3E785fd279,1,Tokia,TKA,18,,,1514469699,
eip155:1/erc20:0xaAAf91D9b90dF800Df4F55c205fd6989c977E73a,0xaAAf91D9b90dF800Df4F55c205fd6989c977E73a,1,TokenCard,TKN,8,tokencard,,1493683200,
eip155:1/erc20:0xB45a50545bEEAB73F38F31E5973768C421805E5E,0xB45a50545bEEAB73F38F31E5973768C421805E5E,1,CryptoInsight,TKR,18,,,1502482261,
eip155:1/erc20:0x679131F591B4f369acB8cd8c51E68596806c3916,0x679131F591B4f369acB8cd8c51E68596806c3916,1,Trustlines Network Token,TLN,18,trustline-network,,1573731681,
eip155:1/erc20:0x3209f98BeBF0149B769ce26D71F7aEA8E435EfEa,0x3209f98BeBF0149B769ce26D71F7aEA8E435EfEa,1,TRAXIA,TMT,18,traxia,,1519516800,
eip155:1/erc20:0x10086399DD8c1e3De736724AF52587a2044c9fA2,0x10086399DD8c1e3De736724AF52587a2044c9fA2,1,The Midas Touch Gold,TMTG,18,the-midas-touch-gold,,1531180800,
eip155:1/erc20:0xF7920B0768Ecb20A123fAc32311d07D193381d6f,0xF7920B0768Ecb20A123fAc32311d07D193381d6f,1,Time New Bank,TNB,18,time-new-bank,,1475280000,
eip155:1/erc20:0x39e743fEE400a5D9b36f1167B70C10e8F06440E5,0x39e743fEE400a5D9b36f1167B70C10e8F06440E5,1,TNC Coin,TNC,18,trinity-network-credit,TNCC,1566476325,
eip155:1/erc20:0xb0280743b44bF7db4B6bE482b2Ba7b75E5dA096C,0xb0280743b44bF7db4B6bE482b2Ba7b75E5dA096C,1,Transcodium,TNS,18,transcodium,,1517371433,
eip155:1/erc20:0x08f5a9235B08173b7569F83645d2c7fB55e8cCD8,0x08f5a9235B08173b7569F83645d2c7fB55e8cCD8,1,Tierion Network Token,TNT,8,tierion,,1503638643,
eip155:1/erc20:0x9a49f02e128a8E989b443a8f94843C0918BF45E7,0x9a49f02e128a8E989b443a8f94843C0918BF45E7,1,TOKOK,TOK,8,tokok,,1522650493,
eip155:1/erc20:0x6a6c2adA3Ce053561C2FbC3eE211F23d9b8C520a,0x6a6c2adA3Ce053561C2FbC3eE211F23d9b8C520a,1,TONToken,TON,18,tontoken,,1597639121,
eip155:1/erc20:0x8b353021189375591723E7384262F45709A3C3dC,0x8b353021189375591723E7384262F45709A3C3dC,1,TomoChain,TOMO,18,tomochain,,1500076800,
eip155:1/erc20:0x77777FeDdddFfC19Ff86DB637967013e6C6A116C,0x77777FeDdddFfC19Ff86DB637967013e6C6A116C,1,TornadoCash,TORN,18,tornado-cash,TORN,1608260437,
eip155:1/erc20:0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,1,OriginTrail,TRAC,18,origintrail,,1511222400,
eip155:1/erc20:0x6F87D756DAf0503d08Eb8993686c7Fc01Dc44fB1,0x6F87D756DAf0503d08Eb8993686c7Fc01Dc44fB1,1,Unitrade,TRADE,18,unitrade,,1595830787,
eip155:1/erc20:0x12759512D326303B45f1ceC8F7B6fd96F387778E,0x12759512D326303B45f1ceC8F7B6fd96F387778E,1,TrakInvest,TRAK,18,,,1513361766,
eip155:1/erc20:0x0Ba45A8b5d5575935B8158a88C631E9F9C95a2e5,0x0Ba45A8b5d5575935B8158a88C631E9F9C95a2e5,1,Tellor Tributes,TRB,18,tellor,,1564671864,
eip155:1/erc20:0x30ceCB5461A449A90081F5a5F55db4e048397BAB,0x30ceCB5461A449A90081F5a5F55db4e048397BAB,1,Tracto,TRCT,8,,,1505235335,
eip155:1/erc20:0x33f90Dee07c6E8B9682dD20F73E6C358B2ED0f03,0x33f90Dee07c6E8B9682dD20F73E6C358B2ED0f03,1,Trident Group,TRDT,0,,,1513900800,
eip155:1/erc20:0x8B40761142B9aa6dc8964e61D0585995425C3D94,0x8B40761142B9aa6dc8964e61D0585995425C3D94,1,Tripio,TRIO,18,tripio,,1518480000,
eip155:1/erc20:0xCb94be6f13A1182E4A4B6140cb7bf2025d28e41B,0xCb94be6f13A1182E4A4B6140cb7bf2025d28e41B,1,WeTrust,TRST,6,wetrust,,1481068800,
eip155:1/erc20:0x70878b693A57a733A79560e33cF6a828E685d19a,0x70878b693A57a733A79560e33cF6a828E685d19a,1,Trump Loses Token,TRUMPLOSE,18,trump-loses-token,,1595588594,
eip155:1/erc20:0x073aF3f70516380654Ba7C5812c4Ab0255F081Bc,0x073aF3f70516380654Ba7C5812c4Ab0255F081Bc,1,Trump Wins Token,TRUMPWIN,18,trump-wins-token,,1595588594,
eip155:1/erc20:0x4C19596f5aAfF459fA38B0f7eD92F11AE6543784,0x4C19596f5aAfF459fA38B0f7eD92F11AE6543784,1,TrustToken,TRU,8,truefi,,1591124602,
eip155:1/erc20:0xf230b790E05390FC8295F4d3F60332c93BEd42e2,0xf230b790E05390FC8295F4d3F60332c93BEd42e2,1,TRON,TRX,6,tron,,1504051200,
eip155:1/erc20:0x86807Da5B92d31F67E128771CAcb85F3579646eA,0x86807Da5B92d31F67E128771CAcb85F3579646eA,1,3X Short TRX Token,TRXBEAR,18,3x-short-trx-token,,1558051200,
eip155:1/erc20:0xc175E77b04F2341517334Ea3Ed0b198A01A97383,0xc175E77b04F2341517334Ea3Ed0b198A01A97383,1,3X Long TRX Token,TRXBULL,18,3x-long-trx-token,,1558051200,
eip155:1/erc20:0x2C537E5624e4af88A7ae4060C022609376C8D0EB,0x2C537E5624e4af88A7ae4060C022609376C8D0EB,1,BiLira,TRYB,6,bilira,,1563539445,
eip155:1/erc20:0x9389434852b94bbaD4c8AfEd5B7BDBc5Ff0c2275,0x9389434852b94bbaD4c8AfEd5B7BDBc5Ff0c2275,1,TTC Protocol,TTC,18,ttc-protocol,,1529884800,
eip155:1/erc20:0x9CDa8A60dd5AfA156c95Bd974428d91a0812e054,0x9CDa8A60dd5AfA156c95Bd974428d91a0812e054,1,TaTaTu,TTU,18,,,1523119984,
eip155:1/erc20:0xa838be6E4b760E6061D4732D6B9F11Bf578f9A76,0xa838be6E4b760E6061D4732D6B9F11Bf578f9A76,1,TV-TWO,TTV,18,tv-two,,1526568632,
eip155:1/erc20:0x0000000000085d4780B73119b644AE5ecd22b376,0x0000000000085d4780B73119b644AE5ecd22b376,1,TrueUSD,TUSD,18,true-usd,,1520310861,
eip155:1/erc20:0x8400D94A5cb0fa0D041a3788e395285d61c9ee5e,0x8400D94A5cb0fa0D041a3788e395285d61c9ee5e,1,Unibright,UBT,8,unibright,,1515695966,
eip155:1/erc20:0x92e52a1A235d9A103D970901066CE910AAceFD37,0x92e52a1A235d9A103D970901066CE910AAceFD37,1,UNIVERSAL CASH,UCASH,8,ucash,,1504915200,
eip155:1/erc20:0xAAf37055188Feee4869dE63464937e683d61b2a1,0xAAf37055188Feee4869dE63464937e683d61b2a1,1,UChain,UCN,18,uchain,UCH,1529428707,
eip155:1/erc20:0x3c4bEa627039F0B7e7d21E34bB9C9FE962977518,0x3c4bEa627039F0B7e7d21E34bB9C9FE962977518,1,Ubique Chain Of Things,UCT,18,ucot,,1517276066,
eip155:1/erc20:0xEA097A2b1dB00627B2Fa17460Ad260c016016977,0xEA097A2b1dB00627B2Fa17460Ad260c016016977,1,Upfiring,UFR,18,upfiring,,1506913700,
eip155:1/erc20:0x24692791Bc444c5Cd0b81e3CBCaba4b04Acd1F3B,0x24692791Bc444c5Cd0b81e3CBCaba4b04Acd1F3B,1,Unikoin Gold,UKG,18,unikoin-gold,,1506297600,
eip155:1/erc20:0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,1,UMA Voting Token v1,UMA,18,uma,,1578581061,
eip155:1/erc20:0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,1,Uniswap,UNI,18,uniswap,,1600107086,
eip155:1/erc20:0x6Ba460AB75Cd2c56343b3517ffeBA60748654D26,0x6Ba460AB75Cd2c56343b3517ffeBA60748654D26,1,UpToken,UP,8,uptoken,,1506038400,
eip155:1/erc20:0xC86D054809623432210c107af2e3F619DcFbf652,0xC86D054809623432210c107af2e3F619DcFbf652,1,Sentinel Protocol,UPP,18,sentinel-protocol,,1526947200,
eip155:1/erc20:0xD01DB73E047855Efb414e6202098C4Be4Cd2423B,0xD01DB73E047855Efb414e6202098C4Be4Cd2423B,1,Uquid Coin,UQC,18,uquid-coin,,1504828800,
eip155:1/erc20:0x931684139f756C24eC0731E9F74FE50e5548dDeF,0x931684139f756C24eC0731E9F74FE50e5548dDeF,1,Urbit Data,URB,18,,,1524096000,
eip155:1/erc20:0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1,USD Coin,USDC,6,usd-coin,,1533324504,
eip155:1/erc20:0xA4Bdb11dc0a2bEC88d24A3aa1E6Bb17201112eBe,0xA4Bdb11dc0a2bEC88d24A3aa1E6Bb17201112eBe,1,StableUSD,USDS,6,stableusd,,1534291200,
eip155:1/erc20:0xdAC17F958D2ee523a2206206994597C13D831ec7,0xdAC17F958D2ee523a2206206994597C13D831ec7,1,Tether,USDT,6,tether,,1402358400,
eip155:1/erc20:0x70a72833d6bF7F508C8224CE59ea1Ef3d0Ea3A38,0x70a72833d6bF7F508C8224CE59ea1Ef3d0Ea3A38,1,UTRUST,UTK,18,utrust,,1503878400,
eip155:1/erc20:0x9e3319636e2126e3c0bc9e3134AEC5e1508A46c7,0x9e3319636e2126e3c0bc9e3134AEC5e1508A46c7,1,Universa,UTNP,18,universa,,1504137600,
eip155:1/erc20:0x16f812Be7FfF02cAF662B85d5d58a5da6572D4Df,0x16f812Be7FfF02cAF662B85d5d58a5da6572D4Df,1,United Traders Token,UTT,8,united-traders-token,,1510272000,
eip155:1/erc20:0x3543638eD4a9006E4840B105944271Bcea15605D,0x3543638eD4a9006E4840B105944271Bcea15605D,1,U Network,UUU,18,u-network,,1518068353,
eip155:1/erc20:0x49E833337ECe7aFE375e44F4E3e8481029218E5c,0x49E833337ECe7aFE375e44F4E3e8481029218E5c,1,Value Liquidity,VALUE,18,value-liquidity,,1600162155,
eip155:1/erc20:0xB72B31907C1C95F3650b64b2469e08EdACeE5e8F,0xB72B31907C1C95F3650b64b2469e08EdACeE5e8F,1,bZx Vesting Token,vBZRX,18,vbzrx,,1594495494,
eip155:1/erc20:0x9a9bB9b4b11BF8eccff84B58a6CCCCD4058A7f0D,0x9a9bB9b4b11BF8eccff84B58a6CCCCD4058A7f0D,1,Bitcoin Card,VD,8,,,1535991771,
